neris_id_incident,neris_id_entity,incident_type,status,call_create,dispatch_time,arrival_time,cleared_time,latitude,longitude,address,civilian_injuries,civilian_fatalities,firefighter_injuries,firefighter_fatalities,primary_action,area_of_origin,fire_cause,construction_type,aid_type
INC-2023-0637,VA-FDID-042,Gas Leak,Closed,2023-11-09T05:52:32,2023-11-09T05:56:31,2023-11-09T06:09:57,2023-11-09T07:11:30,37.444465,-77.580522,5738 Main St Colonial Heights VA,0,0,0,0,Hazmat Mitigation,,,,None
INC-2023-0638,VA-FDID-042,False Alarm,Closed,2024-06-27T22:26:46,2024-06-27T22:29:40,2024-06-27T22:44:39,2024-06-27T23:32:39,37.494274,-77.456256,7344 Church Ave Midlothian VA,0,0,0,0,Investigated,,,,None
INC-2023-0639,VA-FDID-042,EMS,Closed,2023-06-03T05:51:33,2023-06-03T05:52:54,2023-06-03T05:57:31,2023-06-03T07:30:53,37.328348,-77.415961,2164 Lake Rd Chesterfield VA,0,0,0,0,Medical Aid,,,,None
INC-2023-0640,VA-FDID-042,Brush/Grass Fire,Closed,2024-02-09T22:24:17,2024-02-09T22:28:30,2024-02-09T22:43:20,2024-02-09T23:25:10,37.235027,-77.349872,8946 River Rd Midlothian VA,0,0,0,0,Extinguishment,Attic,Electrical,,None
INC-2023-0641,VA-FDID-042,Structure Fire,Closed,2024-07-22T13:12:40,2024-07-22T13:17:15,2024-07-22T13:27:36,2024-07-22T14:23:03,37.416097,-77.564211,882 Mill Rd Ettrick VA,0,0,0,0,Extinguishment,Kitchen,Undetermined,Non-Combustible,None
INC-2023-0642,VA-FDID-042,Service Call,Closed,2023-07-03T09:10:23,2023-07-03T09:13:47,2023-07-03T09:28:29,2023-07-03T11:19:20,37.387987,-77.46778,5839 Pine Rd Midlothian VA,0,0,0,0,Service,,,,None
INC-2023-0643,VA-FDID-042,False Alarm,Closed,2023-04-19T17:15:27,2023-04-19T17:18:40,2023-04-19T17:26:53,2023-04-19T18:01:15,37.326354,-77.473052,6019 Park Dr Richmond VA,0,0,0,0,Investigated,,,,None
INC-2023-0644,VA-FDID-042,Structure Fire,Closed,2023-03-13T15:38:19,2023-03-13T15:41:07,2023-03-13T15:47:20,2023-03-13T17:12:21,37.292435,-77.674771,8722 Washington Blvd Chesterfield VA,0,0,0,0,Extinguishment,,Undetermined,,None
INC-2023-0645,VA-FDID-042,Wildfire,Closed,2023-11-25T21:09:42,2023-11-25T21:13:38,2023-11-25T21:25:59,2023-11-25T23:25:53,37.519982,-77.376475,2464 Lake Rd Chester VA,0,0,0,0,Extinguishment,Attic,,,None
INC-2023-0646,VA-FDID-042,EMS,Closed,2023-04-02T16:45:48,2023-04-02T16:48:44,2023-04-02T17:00:48,2023-04-02T17:25:15,37.451949,-77.328372,6151 Hill St Richmond VA,0,0,0,0,Medical Aid,,,,None
INC-2023-0647,VA-FDID-042,EMS,Closed,2024-03-20T02:28:03,2024-03-20T02:29:13,2024-03-20T02:42:08,2024-03-20T03:23:03,37.263323,-77.58403,6235 Pine Rd Midlothian VA,0,0,0,0,Medical Aid,,,,None
INC-2023-0648,VA-FDID-042,False Alarm,Closed,2024-04-02T23:23:33,2024-04-02T23:24:45,2024-04-02T23:33:57,2024-04-03T00:32:39,37.292674,-77.37835,8108 Main St Richmond VA,0,0,0,0,Investigated,,,,None
INC-2023-0649,VA-FDID-042,Service Call,Closed,2024-01-09T17:46:43,2024-01-09T17:49:02,2024-01-09T18:02:41,2024-01-09T19:24:26,37.498086,-77.39346,7886 Valley Dr Ettrick VA,0,0,0,0,Service,,,,None
INC-2023-0650,VA-FDID-042,Wildfire,Closed,2024-05-09T08:28:45,2024-05-09T08:32:59,2024-05-09T08:44:39,2024-05-09T10:35:44,37.362722,-77.359462,5428 Oak Ave Colonial Heights VA,0,0,0,0,Extinguishment,Engine Area,Smoking,,None
INC-2023-0651,VA-FDID-042,Structure Fire,Closed,2024-02-25T04:52:03,2024-02-25T04:55:54,2024-02-25T05:07:27,2024-02-25T06:05:19,37.421775,-77.359619,506 River Rd Ettrick VA,0,0,0,0,Extinguishment,Bedroom,,Wood Frame,None
INC-2023-0652,VA-FDID-042,Electrical,Closed,2023-05-30T11:05:39,2023-05-30T11:08:57,2023-05-30T11:22:47,2023-05-30T11:50:00,37.515188,-77.497298,7896 Lake Rd Richmond VA,0,0,0,0,Extinguishment,Kitchen,Mechanical,,None
INC-2023-0653,VA-FDID-042,EMS,Closed,2024-09-03T02:12:51,2024-09-03T02:14:53,2024-09-03T02:28:46,2024-09-03T03:49:25,37.253394,-77.492582,5349 Washington Blvd Chesterfield VA,1,0,0,0,Medical Aid,,,,None
INC-2023-0654,VA-FDID-042,Water Rescue,Closed,2023-01-19T16:27:13,2023-01-19T16:29:34,2023-01-19T16:40:05,2023-01-19T17:35:11,37.255308,-77.314086,8976 Elm St Midlothian VA,0,0,0,0,Rescue,,,,None
INC-2023-0655,VA-FDID-042,False Alarm,Closed,2023-08-27T07:03:31,2023-08-27T07:07:24,2023-08-27T07:14:17,2023-08-27T07:42:19,37.412343,-77.575884,545 Church Ave Richmond VA,0,0,0,0,Investigated,,,,None
INC-2023-0656,VA-FDID-042,Brush/Grass Fire,Closed,2024-11-24T14:55:55,2024-11-24T14:58:01,2024-11-24T15:08:25,2024-11-24T15:44:55,37.243563,-77.610151,9881 River Rd Chester VA,0,0,0,0,Extinguishment,Bedroom,Mechanical,,None
INC-2023-0657,VA-FDID-042,Brush/Grass Fire,Closed,2023-02-17T02:15:43,2023-02-17T02:18:41,2023-02-17T02:32:07,2023-02-17T03:47:41,37.247637,-77.694437,3929 Hill St Richmond VA,0,0,0,0,Extinguishment,Garage,,,None
INC-2023-0658,VA-FDID-042,EMS,Closed,2024-05-21T01:47:21,2024-05-21T01:49:38,2024-05-21T02:03:19,2024-05-21T03:18:51,37.361795,-77.367489,8299 Cedar Ln Colonial Heights VA,0,0,0,0,Medical Aid,,,,None
INC-2023-0659,VA-FDID-042,EMS,Closed,2024-08-30T09:58:39,2024-08-30T10:01:56,2024-08-30T10:13:09,2024-08-30T11:48:56,37.363523,-77.7056,7712 Valley Dr Chesterfield VA,0,0,2,0,Medical Aid,,,,None
INC-2023-0660,VA-FDID-042,Electrical,Closed,2023-08-01T06:44:09,2023-08-01T06:46:13,2023-08-01T06:56:42,2023-08-01T08:04:40,37.480732,-77.620898,8461 Pine Rd Richmond VA,0,0,0,0,Extinguishment,Bedroom,Heating,,None
INC-2023-0661,VA-FDID-042,EMS,Closed,2024-06-26T11:39:57,2024-06-26T11:44:29,2024-06-26T11:50:52,2024-06-26T13:49:51,37.394944,-77.594217,7177 Cedar Ln Chesterfield VA,0,0,0,0,Medical Aid,,,,None
INC-2023-0662,VA-FDID-042,CO Alarm,Closed,2023-09-24T03:11:02,2023-09-24T03:13:08,2023-09-24T03:24:51,2023-09-24T04:22:07,37.301778,-77.312791,5697 Cedar Ln Bon Air VA,0,0,0,0,Investigated,,,,None
INC-2023-0663,VA-FDID-042,CO Alarm,Closed,2023-04-14T20:49:42,2023-04-14T20:54:38,2023-04-14T20:58:40,2023-04-14T22:41:47,37.370959,-77.345422,2943 Washington Blvd Chesterfield VA,0,0,0,0,Investigated,,,,None
INC-2023-0664,VA-FDID-042,Structure Fire,Closed,2024-02-22T23:29:50,2024-02-22T23:34:11,2024-02-22T23:39:30,2024-02-23T01:13:02,37.237284,-77.373166,7393 School St Richmond VA,0,0,0,0,Extinguishment,Outside,Heating,Masonry,None
INC-2023-0665,VA-FDID-042,Structure Fire,Closed,2024-10-13T18:48:40,2024-10-13T18:50:11,2024-10-13T19:02:04,2024-10-13T20:12:38,37.508874,-77.528169,3729 Church Ave Richmond VA,0,0,0,0,Extinguishment,Garage,Electrical,Open Land,None
INC-2023-0666,VA-FDID-042,EMS,Closed,2024-04-30T15:15:15,2024-04-30T15:19:41,2024-04-30T15:27:27,2024-04-30T16:19:26,37.522036,-77.319081,702 Pine Rd Bon Air VA,0,0,0,0,Medical Aid,,,,None
INC-2023-0667,VA-FDID-042,CO Alarm,Closed,2023-06-02T07:19:21,2023-06-02T07:22:02,2023-06-02T07:27:55,2023-06-02T08:25:47,37.398731,-77.508395,9140 Cedar Ln Ettrick VA,0,0,0,0,Investigated,,,,None
INC-2023-0668,VA-FDID-042,Structure Fire,Closed,2023-05-17T08:05:41,2023-05-17T08:09:11,2023-05-17T08:15:22,2023-05-17T08:44:14,37.266229,-77.332575,3834 Hill St Chesterfield VA,0,0,0,0,Extinguishment,Kitchen,,Open Land,None
INC-2023-0669,VA-FDID-042,Gas Leak,Closed,2023-07-16T10:47:25,2023-07-16T10:50:48,2023-07-16T11:02:32,2023-07-16T11:22:48,37.509367,-77.449613,949 Valley Dr Midlothian VA,0,0,0,0,Hazmat Mitigation,,,,None
INC-2023-0670,VA-FDID-042,Water Rescue,Closed,2024-06-12T07:21:09,2024-06-12T07:24:08,2024-06-12T07:36:35,2024-06-12T08:45:56,37.383177,-77.688614,3778 Main St Midlothian VA,0,0,0,0,Rescue,,,,None
INC-2023-0671,VA-FDID-042,EMS,Closed,2023-11-01T08:46:44,2023-11-01T08:49:09,2023-11-01T08:54:32,2023-11-01T10:32:36,37.470302,-77.309894,3796 Church Ave Bon Air VA,0,0,0,0,Medical Aid,,,,None
INC-2023-0672,VA-FDID-042,EMS,Closed,2023-09-13T17:11:31,2023-09-13T17:12:47,2023-09-13T17:27:28,2023-09-13T19:12:50,37.257018,-77.514013,493 River Rd Colonial Heights VA,0,0,0,0,Medical Aid,,,,None
INC-2023-0673,VA-FDID-042,Hazmat,Closed,2023-03-25T18:17:43,2023-03-25T18:19:44,2023-03-25T18:29:32,2023-03-25T18:56:57,37.47449,-77.49813,3978 Oak Ave Colonial Heights VA,0,0,0,0,Hazmat Mitigation,,,,None
INC-2023-0674,VA-FDID-042,Service Call,Closed,2023-12-13T18:32:47,2023-12-13T18:34:18,2023-12-13T18:39:45,2023-12-13T19:08:02,37.503014,-77.555042,1165 Mill Rd Chester VA,0,0,0,0,Service,,,,None
INC-2023-0675,VA-FDID-042,CO Alarm,Closed,2024-04-19T08:59:36,2024-04-19T09:02:26,2024-04-19T09:07:33,2024-04-19T09:41:27,37.431269,-77.482297,4931 Valley Dr Bon Air VA,0,0,0,0,Investigated,,,,None
INC-2023-0676,VA-FDID-042,Electrical,Closed,2024-11-02T12:59:25,2024-11-02T13:03:46,2024-11-02T13:18:24,2024-11-02T13:39:50,37.364023,-77.520316,7114 Hill St Chesterfield VA,0,0,0,0,Extinguishment,Kitchen,Undetermined,,None
INC-2023-0677,VA-FDID-042,Brush/Grass Fire,Closed,2024-02-06T17:32:49,2024-02-06T17:36:19,2024-02-06T17:43:36,2024-02-06T18:18:20,37.258807,-77.46793,1206 River Rd Colonial Heights VA,0,0,0,0,Extinguishment,Attic,Mechanical,,None
INC-2023-0678,VA-FDID-042,False Alarm,Closed,2023-10-04T00:58:20,2023-10-04T01:01:23,2023-10-04T01:15:58,2023-10-04T02:36:40,37.283777,-77.650931,822 Main St Chester VA,0,0,0,0,Investigated,,,,None
INC-2023-0679,VA-FDID-042,Vehicle Fire,Closed,2024-08-08T22:32:37,2024-08-08T22:34:56,2024-08-08T22:48:53,2024-08-09T00:22:46,37.460649,-77.647036,5157 River Rd Midlothian VA,0,0,0,0,Extinguishment,Living Room,Cooking,,None
INC-2023-0680,VA-FDID-042,Water Rescue,Closed,2023-07-04T09:13:15,2023-07-04T09:17:44,2023-07-04T09:31:16,2023-07-04T09:58:43,37.354618,-77.627837,3382 School St Chester VA,0,0,0,0,Rescue,,,,None
INC-2023-0681,VA-FDID-042,Wildfire,Closed,2024-06-23T15:40:02,2024-06-23T15:43:35,2024-06-23T15:53:14,2024-06-23T17:32:12,37.397829,-77.571736,5009 Washington Blvd Midlothian VA,0,0,0,0,Extinguishment,Kitchen,Undetermined,,None
INC-2023-0682,VA-FDID-042,Structure Fire,Closed,2023-06-20T10:01:19,2023-06-20T10:05:02,2023-06-20T10:12:50,2023-06-20T12:07:28,37.297082,-77.456432,4016 Park Dr Ettrick VA,0,0,0,0,Extinguishment,Engine Area,Natural,Heavy Timber,None
INC-2023-0683,VA-FDID-042,Structure Fire,Closed,2023-05-24T02:33:59,2023-05-24T02:36:31,2023-05-24T02:40:41,2023-05-24T03:10:45,37.335366,-77.484123,2433 Pine Rd Bon Air VA,0,0,0,0,Extinguishment,Kitchen,Cooking,Masonry,None
INC-2023-0684,VA-FDID-042,EMS,Closed,2023-06-03T15:43:30,2023-06-03T15:45:14,2023-06-03T15:52:58,2023-06-03T16:48:44,37.443651,-77.570073,9185 Cedar Ln Chester VA,0,0,0,0,Medical Aid,,,,None
INC-2023-0685,VA-FDID-042,Structure Fire,Closed,2023-03-20T14:19:20,2023-03-20T14:23:52,2023-03-20T14:30:12,2023-03-20T15:41:56,37.424461,-77.351995,5644 Hill St Chester VA,0,0,0,0,Extinguishment,Living Room,,Open Land,None
INC-2023-0686,VA-FDID-042,False Alarm,Closed,2024-11-15T19:24:15,2024-11-15T19:28:59,2024-11-15T19:34:05,2024-11-15T20:10:15,37.27133,-77.336338,3207 Cedar Ln Chesterfield VA,0,0,0,0,Investigated,,,,None
INC-2023-0687,VA-FDID-042,EMS,Closed,2024-05-09T02:33:50,2024-05-09T02:38:45,2024-05-09T02:43:32,2024-05-09T04:27:38,37.404198,-77.364226,4919 Mill Rd Chester VA,0,0,0,0,Medical Aid,,,,None
INC-2023-0688,VA-FDID-042,EMS,Closed,2024-11-08T23:07:52,2024-11-08T23:12:29,2024-11-08T23:25:09,2024-11-09T01:04:53,37.49375,-77.622305,1433 Mill Rd Bon Air VA,0,0,0,0,Medical Aid,,,,None
INC-2023-0689,VA-FDID-042,CO Alarm,Closed,2023-10-29T11:00:13,2023-10-29T11:04:25,2023-10-29T11:17:06,2023-10-29T12:28:11,37.377576,-77.520293,5372 Church Ave Midlothian VA,0,0,0,0,Investigated,,,,None
INC-2023-0690,VA-FDID-042,EMS,Closed,2024-01-03T23:29:31,2024-01-03T23:32:59,2024-01-03T23:43:49,2024-01-04T01:30:56,37.504356,-77.472407,699 Cedar Ln Chester VA,0,0,0,0,Medical Aid,,,,None
INC-2023-0691,VA-FDID-042,EMS,Closed,2023-06-19T18:52:56,2023-06-19T18:55:44,2023-06-19T19:06:10,2023-06-19T20:44:10,37.275163,-77.369027,4270 Lake Rd Richmond VA,0,0,0,0,Medical Aid,,,,None
INC-2023-0692,VA-FDID-042,EMS,Closed,2023-10-01T01:49:55,2023-10-01T01:53:24,2023-10-01T01:58:06,2023-10-01T03:21:37,37.381679,-77.57145,7491 Park Dr Bon Air VA,0,0,0,0,Medical Aid,,,,None
INC-2023-0693,VA-FDID-042,Structure Fire,Closed,2023-10-24T23:54:38,2023-10-24T23:56:23,2023-10-25T00:07:55,2023-10-25T00:59:50,37.307687,-77.675645,1450 Pine Rd Colonial Heights VA,0,0,0,0,Extinguishment,Basement,Natural,Wood Frame,None
INC-2023-0694,VA-FDID-042,Structure Fire,Closed,2023-04-03T02:38:18,2023-04-03T02:40:50,2023-04-03T02:45:29,2023-04-03T04:20:02,37.288092,-77.627341,5494 Pine Rd Midlothian VA,0,0,0,0,Extinguishment,Garage,Arson,,None
INC-2023-0695,VA-FDID-042,MVA,Closed,2024-07-28T15:15:47,2024-07-28T15:20:40,2024-07-28T15:29:07,2024-07-28T15:50:16,37.459023,-77.593262,5779 Mill Rd Bon Air VA,0,0,0,0,Rescue,,,,None
INC-2023-0696,VA-FDID-042,Hazmat,Closed,2023-01-10T05:39:32,2023-01-10T05:43:19,2023-01-10T05:56:03,2023-01-10T06:36:25,37.48764,-77.614969,3538 Park Dr Chester VA,0,0,0,0,Hazmat Mitigation,,,,None
INC-2023-0697,VA-FDID-042,Wildfire,Closed,2024-07-15T04:34:08,2024-07-15T04:36:35,2024-07-15T04:42:02,2024-07-15T05:44:46,37.481741,-77.534483,6943 Cedar Ln Bon Air VA,0,0,0,0,Extinguishment,,Arson,,None
INC-2023-0698,VA-FDID-042,Structure Fire,Closed,2023-08-26T08:16:25,2023-08-26T08:19:32,2023-08-26T08:29:35,2023-08-26T09:35:58,37.295647,-77.535712,6708 Mill Rd Colonial Heights VA,0,0,0,0,Extinguishment,,Cooking,Masonry,None
INC-2023-0699,VA-FDID-042,Brush/Grass Fire,Closed,2023-04-30T09:00:44,2023-04-30T09:04:09,2023-04-30T09:18:53,2023-04-30T11:01:12,37.502126,-77.476449,6504 Washington Blvd Chester VA,0,0,0,0,Extinguishment,Roof,Electrical,,None
INC-2023-0700,VA-FDID-042,Service Call,Closed,2023-09-13T10:02:50,2023-09-13T10:05:45,2023-09-13T10:20:39,2023-09-13T11:22:14,37.255972,-77.664275,9158 Elm St Richmond VA,0,0,1,0,Service,,,,None
INC-2023-0701,VA-FDID-042,False Alarm,Closed,2023-02-23T23:24:24,2023-02-23T23:26:36,2023-02-23T23:34:06,2023-02-24T00:25:55,37.315332,-77.496242,7549 Main St Midlothian VA,0,0,0,0,Investigated,,,,None
INC-2023-0702,VA-FDID-042,False Alarm,Closed,2023-11-16T03:00:30,2023-11-16T03:02:10,2023-11-16T03:08:03,2023-11-16T03:45:40,37.388936,-77.5147,1226 Washington Blvd Colonial Heights VA,0,0,0,0,Investigated,,,,None
INC-2023-0703,VA-FDID-042,Gas Leak,Closed,2024-09-27T06:41:18,2024-09-27T06:44:19,2024-09-27T06:51:01,2024-09-27T08:33:26,37.400527,-77.581875,3425 Lake Rd Ettrick VA,0,0,1,0,Hazmat Mitigation,,,,None
INC-2023-0704,VA-FDID-042,Structure Fire,Closed,2023-12-13T05:02:20,2023-12-13T05:06:51,2023-12-13T05:17:39,2023-12-13T07:00:13,37.47027,-77.495657,9426 Hill St Bon Air VA,0,0,0,0,Extinguishment,Basement,Undetermined,Non-Combustible,None
INC-2023-0705,VA-FDID-042,EMS,Closed,2024-06-27T22:50:47,2024-06-27T22:53:27,2024-06-27T23:07:54,2024-06-27T23:51:48,37.352516,-77.634169,7179 Park Dr Bon Air VA,0,0,0,0,Medical Aid,,,,None
INC-2023-0706,VA-FDID-042,Structure Fire,Closed,2023-11-02T16:19:41,2023-11-02T16:21:42,2023-11-02T16:28:23,2023-11-02T17:25:45,37.492767,-77.490905,1193 Church Ave Ettrick VA,0,0,0,0,Extinguishment,Attic,Electrical,Non-Combustible,None
INC-2023-0707,VA-FDID-042,EMS,Closed,2023-03-01T10:41:25,2023-03-01T10:44:34,2023-03-01T10:54:07,2023-03-01T12:10:06,37.363281,-77.604893,8391 Main St Bon Air VA,3,0,0,0,Medical Aid,,,,None
INC-2023-0708,VA-FDID-042,Brush/Grass Fire,Closed,2023-10-24T01:15:17,2023-10-24T01:19:27,2023-10-24T01:30:15,2023-10-24T02:16:47,37.347002,-77.701705,1978 Church Ave Chester VA,0,0,0,0,Extinguishment,Bedroom,Electrical,,None
INC-2023-0709,VA-FDID-042,Gas Leak,Closed,2024-03-01T23:26:56,2024-03-01T23:28:58,2024-03-01T23:40:26,2024-03-02T00:19:34,37.369236,-77.594343,2743 Elm St Colonial Heights VA,1,0,0,0,Hazmat Mitigation,,,,None
INC-2023-0710,VA-FDID-042,False Alarm,Closed,2024-07-29T21:33:51,2024-07-29T21:35:34,2024-07-29T21:40:53,2024-07-29T23:32:33,37.457077,-77.435047,2614 Park Dr Midlothian VA,0,0,0,0,Investigated,,,,None
INC-2023-0711,VA-FDID-042,EMS,Closed,2024-02-18T10:46:08,2024-02-18T10:49:01,2024-02-18T10:53:49,2024-02-18T12:40:29,37.471454,-77.449595,1784 Washington Blvd Ettrick VA,0,0,2,0,Medical Aid,,,,None
INC-2023-0712,VA-FDID-042,EMS,Closed,2024-08-18T20:02:45,2024-08-18T20:07:42,2024-08-18T20:15:57,2024-08-18T21:27:06,37.500627,-77.626006,362 Washington Blvd Richmond VA,0,0,0,0,Medical Aid,,,,None
INC-2023-0713,VA-FDID-042,Structure Fire,Closed,2024-06-03T14:07:18,2024-06-03T14:09:14,2024-06-03T14:14:52,2024-06-03T16:05:32,37.278365,-77.639181,6910 Lake Rd Richmond VA,0,0,0,0,Extinguishment,,Natural,Open Land,None
INC-2023-0714,VA-FDID-042,False Alarm,Closed,2023-11-03T20:31:30,2023-11-03T20:33:00,2023-11-03T20:40:57,2023-11-03T21:30:08,37.259766,-77.576653,345 Washington Blvd Ettrick VA,0,0,0,0,Investigated,,,,None
INC-2023-0715,VA-FDID-042,Gas Leak,Closed,2023-02-21T06:37:57,2023-02-21T06:42:25,2023-02-21T06:51:10,2023-02-21T08:39:54,37.415173,-77.688424,3680 Washington Blvd Midlothian VA,0,0,0,0,Hazmat Mitigation,,,,None
INC-2023-0716,VA-FDID-042,MVA,Closed,2024-07-07T10:32:33,2024-07-07T10:36:55,2024-07-07T10:50:37,2024-07-07T11:34:01,37.303582,-77.668102,5414 School St Ettrick VA,0,0,0,0,Rescue,,,,None
INC-2023-0717,VA-FDID-042,Brush/Grass Fire,Closed,2023-04-14T06:01:17,2023-04-14T06:03:01,2023-04-14T06:17:51,2023-04-14T08:11:44,37.32339,-77.365378,7999 Oak Ave Midlothian VA,3,0,0,0,Extinguishment,Garage,,,None
INC-2023-0718,VA-FDID-042,Structure Fire,Closed,2024-04-01T07:12:26,2024-04-01T07:14:25,2024-04-01T07:18:46,2024-04-01T09:02:55,37.455682,-77.656378,3973 Church Ave Bon Air VA,0,0,0,0,Extinguishment,Outside,Undetermined,Non-Combustible,None
INC-2023-0719,VA-FDID-042,EMS,Closed,2023-06-06T21:46:21,2023-06-06T21:48:57,2023-06-06T21:56:26,2023-06-06T23:44:05,37.239372,-77.336636,9898 Park Dr Ettrick VA,0,0,0,0,Medical Aid,,,,None
INC-2023-0720,VA-FDID-042,Structure Fire,Closed,2024-09-03T06:12:01,2024-09-03T06:15:14,2024-09-03T06:26:18,2024-09-03T08:14:46,37.471813,-77.40578,3852 Valley Dr Ettrick VA,0,0,0,0,Extinguishment,Garage,Natural,Open Land,None
INC-2023-0721,VA-FDID-042,False Alarm,Closed,2024-11-08T20:24:53,2024-11-08T20:28:06,2024-11-08T20:37:35,2024-11-08T21:22:38,37.360708,-77.703583,8155 Oak Ave Chester VA,0,0,0,0,Investigated,,,,None
INC-2023-0722,VA-FDID-042,Structure Fire,Closed,2023-04-08T12:37:36,2023-04-08T12:39:20,2023-04-08T12:53:26,2023-04-08T14:28:22,37.477366,-77.333275,3971 Lake Rd Richmond VA,0,0,0,0,Extinguishment,Garage,Natural,Heavy Timber,None
INC-2023-0723,VA-FDID-042,Electrical,Closed,2023-05-18T00:59:46,2023-05-18T01:01:49,2023-05-18T01:10:59,2023-05-18T02:09:56,37.400927,-77.31891,3399 Pine Rd Colonial Heights VA,0,0,0,0,Extinguishment,Engine Area,Heating,,None
INC-2023-0724,VA-FDID-042,Hazmat,Closed,2023-05-11T07:23:08,2023-05-11T07:26:00,2023-05-11T07:37:12,2023-05-11T09:06:11,37.410818,-77.532628,2653 Valley Dr Colonial Heights VA,0,0,0,0,Hazmat Mitigation,,,,None
INC-2023-0725,VA-FDID-042,EMS,Closed,2023-03-06T15:34:22,2023-03-06T15:37:54,2023-03-06T15:51:04,2023-03-06T16:31:55,37.393856,-77.63572,6333 Park Dr Midlothian VA,0,0,0,0,Medical Aid,,,,None
INC-2023-0726,VA-FDID-042,Brush/Grass Fire,Closed,2023-02-25T21:03:08,2023-02-25T21:04:42,2023-02-25T21:16:42,2023-02-25T22:03:25,37.274417,-77.63015,310 Valley Dr Chesterfield VA,0,0,0,0,Extinguishment,Engine Area,Heating,,None
INC-2023-0727,VA-FDID-042,Vehicle Fire,Closed,2024-07-30T11:29:55,2024-07-30T11:32:33,2024-07-30T11:44:54,2024-07-30T12:46:55,37.420315,-77.470676,6797 Hill St Richmond VA,0,0,0,0,Extinguishment,Living Room,Natural,,None
INC-2023-0728,VA-FDID-042,False Alarm,Closed,2024-08-15T14:26:05,2024-08-15T14:28:10,2024-08-15T14:38:06,2024-08-15T16:07:40,37.440739,-77.452008,6132 Church Ave Richmond VA,0,0,0,0,Investigated,,,,None
INC-2023-0729,VA-FDID-042,Hazmat,Closed,2023-07-08T05:47:05,2023-07-08T05:48:13,2023-07-08T05:58:23,2023-07-08T07:44:31,37.439968,-77.694698,2522 Pine Rd Chesterfield VA,0,0,0,0,Hazmat Mitigation,,,,None
INC-2023-0730,VA-FDID-042,Service Call,Closed,2024-04-12T16:52:37,2024-04-12T16:56:26,2024-04-12T17:03:11,2024-04-12T17:24:52,37.263019,-77.669078,6397 Washington Blvd Ettrick VA,0,0,0,0,Service,,,,None
INC-2023-0731,VA-FDID-042,False Alarm,Closed,2023-05-27T15:55:13,2023-05-27T15:56:55,2023-05-27T16:08:12,2023-05-27T17:02:43,37.435551,-77.505741,8835 School St Bon Air VA,0,0,0,0,Investigated,,,,None
INC-2023-0732,VA-FDID-042,Structure Fire,Closed,2024-12-18T22:35:04,2024-12-18T22:36:31,2024-12-18T22:51:22,2024-12-19T00:29:32,37.461007,-77.568243,2438 Pine Rd Ettrick VA,0,0,0,0,Extinguishment,Kitchen,Arson,Heavy Timber,None
INC-2023-0733,VA-FDID-042,EMS,Closed,2023-01-02T05:25:36,2023-01-02T05:26:53,2023-01-02T05:38:00,2023-01-02T07:09:40,37.353053,-77.590664,7160 Elm St Chester VA,0,0,0,0,Medical Aid,,,,None
INC-2023-0734,VA-FDID-042,Water Rescue,Closed,2023-05-22T08:26:01,2023-05-22T08:27:29,2023-05-22T08:39:10,2023-05-22T10:16:35,37.472311,-77.631745,1066 Church Ave Chester VA,0,0,0,0,Rescue,,,,None
INC-2023-0735,VA-FDID-042,False Alarm,Closed,2024-11-08T00:05:29,2024-11-08T00:08:21,2024-11-08T00:23:02,2024-11-08T02:08:17,37.260759,-77.451427,1407 Pine Rd Richmond VA,0,0,0,0,Investigated,,,,None
INC-2023-0736,VA-FDID-042,EMS,Closed,2024-03-30T21:14:24,2024-03-30T21:17:26,2024-03-30T21:29:42,2024-03-30T23:21:33,37.45616,-77.702197,4459 Mill Rd Richmond VA,0,0,0,0,Medical Aid,,,,None
INC-2023-0737,VA-FDID-042,Water Rescue,Closed,2023-06-13T22:35:57,2023-06-13T22:40:19,2023-06-13T22:44:26,2023-06-13T23:55:43,37.408895,-77.311241,4455 Hill St Bon Air VA,0,0,0,0,Rescue,,,,None
INC-2023-0738,VA-FDID-042,Gas Leak,Closed,2023-10-15T23:56:08,2023-10-16T00:00:55,2023-10-16T00:10:46,2023-10-16T01:13:48,37.473054,-77.329604,6628 Washington Blvd Chesterfield VA,0,0,0,0,Hazmat Mitigation,,,,None
INC-2023-0739,VA-FDID-042,Structure Fire,Closed,2023-03-19T19:26:29,2023-03-19T19:29:25,2023-03-19T19:40:16,2023-03-19T21:39:17,37.478626,-77.335985,520 River Rd Richmond VA,0,0,0,0,Extinguishment,Garage,Smoking,Heavy Timber,None
INC-2023-0740,VA-FDID-042,Gas Leak,Closed,2024-04-25T06:54:39,2024-04-25T06:58:27,2024-04-25T07:10:33,2024-04-25T08:40:51,37.351938,-77.630826,5378 Main St Ettrick VA,0,0,0,0,Hazmat Mitigation,,,,None
INC-2023-0741,VA-FDID-042,Gas Leak,Closed,2023-09-10T20:13:46,2023-09-10T20:16:39,2023-09-10T20:24:38,2023-09-10T22:07:28,37.373361,-77.410318,1433 Maple Ave Bon Air VA,0,0,0,0,Hazmat Mitigation,,,,None
INC-2023-0742,VA-FDID-042,EMS,Closed,2024-05-26T08:19:42,2024-05-26T08:23:49,2024-05-26T08:34:23,2024-05-26T09:34:30,37.410152,-77.421223,8620 Hill St Chesterfield VA,0,0,0,0,Medical Aid,,,,None
